K,K_over_M,M,aggregate_median_ratio,aggregate_median_ratio_ci95,algorithm,classification,dominant_phase,dominant_phase_median_ns,dominant_phase_share,elapsed_ns,excluded_target_sizes,explicit_algorithm,family,fit_target_sizes,fixed_process_cost_masked_kernel_difference,geometric_mean_ratio,independent_variable,median_ratio_ci95,ols_slope,ols_slope_ci95,p15_fresh_process_ratio,phase_medians_ns,q,r_squared,ratios,record_type,scope,scope_a_ratio,scope_b_ratio,sizes,stable_crossover_target_size,state,status,target_size,theil_sen_slope,valid_size_levels,warmup_converged,warmup_count
,,,,,,,,,,,,explicit-hopcroft-karp,supported-holes,,,1.0340252056129524,,"[1.032150935379463,1.0350255804801258]",,,,,126,,"{""coefficient_of_variation"":0.03662342853478017,""mad"":0.015225653668761385,""max"":1.3973076763276135,""median"":1.0336814874696847,""min"":0.797905025866618,""n"":1453,""q1"":1.0189825092714977,""q3"":1.0493121257533171}",paired_comparisons,solve-from-canonical-instance,,,,,,,64,,,,
,,,,,,,,,,,,explicit-c0-flow,supported-holes,,,1.019464935858226,,"[1.0183072627299152,1.02089081592432]",,,,,126,,"{""coefficient_of_variation"":0.03581295962097013,""mad"":0.014805542647710057,""max"":1.2852332688588008,""median"":1.0195149701728028,""min"":0.8201270452358037,""n"":1453,""q1"":1.0055608646188852,""q3"":1.0352378698224851}",paired_comparisons,solve-from-canonical-instance,,,,,,,64,,,,
,,,,,,,,,,,,explicit-hopcroft-karp,supported-holes,,,8.72214732338328,,"[8.703599153140438,8.709745762711865]",,,,,126,,"{""coefficient_of_variation"":0.10606236144579753,""mad"":0.18852983514893218,""max"":61.88933333333333,""median"":8.704304869442485,""min"":0.3054386219577104,""n"":10000,""q1"":8.544581618655693,""q3"":8.909090909090908}",paired_comparisons,representation-and-solver-kernel,,,,,,,64,,,,
,,,,,,,,,,,,explicit-c0-flow,supported-holes,,,2.0928894424936115,,"[2.084502281561602,2.0851063829787235]",,,,,126,,"{""coefficient_of_variation"":0.0963635129104735,""mad"":0.021129141311697186,""max"":13.586126152495243,""median"":2.084685598377282,""min"":0.2198736842105263,""n"":10000,""q1"":2.063376711171202,""q3"":2.1054588473888796}",paired_comparisons,representation-and-solver-kernel,,,,,,,64,,,,
,,,,,,,,,,,,explicit-hopcroft-karp,supported-holes,,,1.0348943088240437,,"[1.032921714572219,1.0373636431641922]",,,,,254,,"{""coefficient_of_variation"":0.040266447130176804,""mad"":0.014710316474683571,""max"":1.2679899306606233,""median"":1.0356394062776513,""min"":0.8686192741340844,""n"":708,""q1"":1.018949930935135,""q3"":1.04925951449943}",paired_comparisons,solve-from-canonical-instance,,,,,,,128,,,,
,,,,,,,,,,,,explicit-c0-flow,supported-holes,,,1.0227372242100876,,"[1.0205525967921378,1.0235748715922561]",,,,,254,,"{""coefficient_of_variation"":0.039467129114647,""mad"":0.014900855075552721,""max"":1.2927742388810903,""median"":1.0218247346092326,""min"":0.7228495565050801,""n"":708,""q1"":1.0068872704994773,""q3"":1.0366389399798752}",paired_comparisons,solve-from-canonical-instance,,,,,,,128,,,,
,,,,,,,,,,,,explicit-hopcroft-karp,supported-holes,,,9.84020103040442,,"[9.72682119205298,9.736842105263158]",,,,,254,,"{""coefficient_of_variation"":0.08090780446623867,""mad"":0.18011172706063583,""max"":28.25793327908869,""median"":9.736842105263158,""min"":0.7021330919388158,""n"":10000,""q1"":9.567645841952833,""q3"":9.929704243463352}",paired_comparisons,representation-and-solver-kernel,,,,,,,128,,,,
,,,,,,,,,,,,explicit-c0-flow,supported-holes,,,2.1871424194143456,,"[2.1561826192931473,2.157057471264368]",,,,,254,,"{""coefficient_of_variation"":0.0825225361668089,""mad"":0.020436363636363808,""max"":6.346948016663648,""median"":2.1568,""min"":0.41544947259782744,""n"":10000,""q1"":2.1379310344827585,""q3"":2.178232558139535}",paired_comparisons,representation-and-solver-kernel,,,,,,,128,,,,
,,,,,,,,,,,,explicit-hopcroft-karp,supported-holes,,,1.0360688091226267,,"[1.032705046383164,1.0372159581951563]",,,,,510,,"{""coefficient_of_variation"":0.022729351623160927,""mad"":0.011085972222748985,""max"":1.145346603073525,""median"":1.0349402555252258,""min"":0.931213245522564,""n"":357,""q1"":1.0245974384236454,""q3"":1.04638355577533}",paired_comparisons,solve-from-canonical-instance,,,,,,,256,,,,
,,,,,,,,,,,,explicit-c0-flow,supported-holes,,,1.022374761363192,,"[1.0200579372022942,1.0240599463423754]",,,,,510,,"{""coefficient_of_variation"":0.023813227747808082,""mad"":0.010879872810092062,""max"":1.1340918816746701,""median"":1.0221829603455046,""min"":0.9499397459165154,""n"":357,""q1"":1.0112739535806388,""q3"":1.032773860363492}",paired_comparisons,solve-from-canonical-instance,,,,,,,256,,,,
,,,,,,,,,,,,explicit-hopcroft-karp,supported-holes,,,10.88189242276645,,"[10.630221425242977,10.637411764705883]",,,,,510,,"{""coefficient_of_variation"":0.08450329986739967,""mad"":0.1621065731045448,""max"":37.162263320123294,""median"":10.637176470588235,""min"":1.2321981424148607,""n"":10000,""q1"":10.510500807754443,""q3"":10.949333333333334}",paired_comparisons,representation-and-solver-kernel,,,,,,,256,,,,
,,,,,,,,,,,,explicit-c0-flow,supported-holes,,,2.2664445377088063,,"[2.2181234567901233,2.219189534769352]",,,,,510,,"{""coefficient_of_variation"":0.07858776899838152,""mad"":0.018557007125890923,""max"":4.881874285714286,""median"":2.218576801266825,""min"":0.6193719008264463,""n"":10000,""q1"":2.2016814937921594,""q3"":2.2398072099542614}",paired_comparisons,representation-and-solver-kernel,,,,,,,256,,,,
,,,,,,,,,,,,explicit-hopcroft-karp,supported-holes,,,1.030788316432966,,"[1.0301433456854905,1.0369748658155675]",,,,,1022,,"{""coefficient_of_variation"":0.0212155568930122,""mad"":0.011258136061293111,""max"":1.1022675819691805,""median"":1.0345200011566504,""min"":0.9670914347912605,""n"":170,""q1"":1.017274233865787,""q3"":1.0435975656244396}",paired_comparisons,solve-from-canonical-instance,,,,,,,512,,,,
,,,,,,,,,,,,explicit-c0-flow,supported-holes,,,1.023134209341286,,"[1.021062131736527,1.0264379797214063]",,,,,1022,,"{""coefficient_of_variation"":0.01930796146851602,""mad"":0.010521606851888854,""max"":1.0849754760667203,""median"":1.0239871517486443,""min"":0.9650724796896976,""n"":170,""q1"":1.012976870686693,""q3"":1.0336692664316876}",paired_comparisons,solve-from-canonical-instance,,,,,,,512,,,,
,,,,,,,,,,,,explicit-hopcroft-karp,supported-holes,,,12.481527320562146,,"[12.265036713041901,12.45405544147844]",,,,,1022,,"{""coefficient_of_variation"":0.0920851704909078,""mad"":0.9316690733258266,""max"":24.288493116079323,""median"":12.359030469629728,""min"":2.1450169491525424,""n"":5044,""q1"":11.540996367410482,""q3"":13.528814543202634}",paired_comparisons,representation-and-solver-kernel,,,,,,,512,,,,
,,,,,,,,,,,,explicit-c0-flow,supported-holes,,,2.439168199028487,,"[2.3948276923076923,2.4236559596420104]",,,,,1022,,"{""coefficient_of_variation"":0.0919823442311373,""mad"":0.17202336028751142,""max"":4.709114953225254,""median"":2.4089308920079526,""min"":1.0423258227261185,""n"":5044,""q1"":2.255011069377887,""q3"":2.6525088297511354}",paired_comparisons,representation-and-solver-kernel,,,,,,,512,,,,
,,,,,,,,,,,,explicit-hopcroft-karp,supported-holes,,,1.032439481070792,,"[1.0302143695955106,1.0362909635867963]",,,,,2046,,"{""coefficient_of_variation"":0.013977291666935177,""mad"":0.008308791532754878,""max"":1.0727188318446852,""median"":1.0332717442878991,""min"":1.0000001859024243,""n"":89,""q1"":1.0235964593414375,""q3"":1.0404076680343677}",paired_comparisons,solve-from-canonical-instance,,,,,,,1024,,,,
,,,,,,,,,,,,explicit-c0-flow,supported-holes,,,1.0238657787969176,,"[1.0219678298154597,1.027611895521322]",,,,,2046,,"{""coefficient_of_variation"":0.0149212824335989,""mad"":0.007619122060821493,""max"":1.0608798070688141,""median"":1.025485580284338,""min"":0.9666290344361917,""n"":89,""q1"":1.0161125747216682,""q3"":1.0325206431690495}",paired_comparisons,solve-from-canonical-instance,,,,,,,1024,,,,
,,,,,,,,,,,,explicit-hopcroft-karp,supported-holes,,,13.907777039684811,,"[14.13460021041557,14.176588897827836]",,,,,2046,,"{""coefficient_of_variation"":0.0625362799415483,""mad"":0.2877357729058456,""max"":19.23076923076923,""median"":14.156105520805005,""min"":2.716341058983406,""n"":2379,""q1"":13.731057189783469,""q3"":14.384203389830509}",paired_comparisons,representation-and-solver-kernel,,,,,,,1024,,,,
,,,,,,,,,,,,explicit-c0-flow,supported-holes,,,2.6962828490668747,,"[2.730973813420622,2.7386624]",,,,,2046,,"{""coefficient_of_variation"":0.05576527482705204,""mad"":0.060442612330009915,""max"":3.7024,""median"":2.734760002049075,""min"":1.3054759036144579,""n"":2379,""q1"":2.6593929530218228,""q3"":2.7871205795589726}",paired_comparisons,representation-and-solver-kernel,,,,,,,1024,,,,
,,,,,,,,,,,,explicit-hopcroft-karp,supported-holes,,,1.038374550727996,,"[1.0335275887091702,1.0417055310256118]",,,,,4094,,"{""coefficient_of_variation"":0.012887431710083018,""mad"":0.007926051973299653,""max"":1.088960366791594,""median"":1.0375969750833614,""min"":1.0174418324849606,""n"":44,""q1"":1.0282765615418847,""q3"":1.0452756493497533}",paired_comparisons,solve-from-canonical-instance,,,,,,,2048,,,,
,,,,,,,,,,,,explicit-c0-flow,supported-holes,,,1.0258996931362703,,"[1.0225634950698486,1.0296689415779166]",,,,,4094,,"{""coefficient_of_variation"":0.013115084177341063,""mad"":0.00907405054448629,""max"":1.0619517804069174,""median"":1.0248639435266893,""min"":0.9875854684171194,""n"":44,""q1"":1.016559168403063,""q3"":1.036309501784558}",paired_comparisons,solve-from-canonical-instance,,,,,,,2048,,,,
,,,,,,,,,,,,explicit-hopcroft-karp,supported-holes,,,14.071162480383283,,"[14.322802722575744,14.362869198312236]",,,,,4094,,"{""coefficient_of_variation"":0.06418094221088345,""mad"":0.22676314970360956,""max"":24.136186770428015,""median"":14.348122751035373,""min"":4.636977058029689,""n"":1186,""q1"":13.91008522445393,""q3"":14.509860040847471}",paired_comparisons,representation-and-solver-kernel,,,,,,,2048,,,,
,,,,,,,,,,,,explicit-c0-flow,supported-holes,,,2.7623563682849546,,"[2.800304864675657,2.810355939258046]",,,,,4094,,"{""coefficient_of_variation"":0.05555300336635902,""mad"":0.04106420297602931,""max"":4.204465965718995,""median"":2.8066460672079936,""min"":1.3115109313459588,""n"":1186,""q1"":2.7304254939274193,""q3"":2.837888438957322}",paired_comparisons,representation-and-solver-kernel,,,,,,,2048,,,,
,,,,,,,,,,,,explicit-hopcroft-karp,supported-holes,,,1.0218139409366522,,"[1.0184482173830758,1.0331921995561018]",,,,,8190,,"{""coefficient_of_variation"":0.02494703877949456,""mad"":0.011323159032433416,""max"":1.0634285127073515,""median"":1.0238404163052905,""min"":0.9395799559033196,""n"":21,""q1"":1.0156869584280388,""q3"":1.0388509847804575}",paired_comparisons,solve-from-canonical-instance,,,,,,,4096,,,,
,,,,,,,,,,,,explicit-c0-flow,supported-holes,,,1.0213230450101431,,"[1.0148502579776189,1.0276879258035723]",,,,,8190,,"{""coefficient_of_variation"":0.011076903210611663,""mad"":0.008850527036834865,""max"":1.042481648045601,""median"":1.0195539769469901,""min"":1.003630881338413,""n"":21,""q1"":1.0132848155227274,""q3"":1.0294614210868778}",paired_comparisons,solve-from-canonical-instance,,,,,,,4096,,,,
,,,,,,,,,,,,explicit-hopcroft-karp,supported-holes,,,12.694388749004762,,"[12.3375645961225,12.386982495137538]",,,,,8190,,"{""coefficient_of_variation"":0.08549970884155997,""mad"":0.30602283501983685,""max"":16.39121669765906,""median"":12.359758432246162,""min"":7.415677261510109,""n"":663,""q1"":12.063557921140458,""q3"":12.761343518001908}",paired_comparisons,representation-and-solver-kernel,,,,,,,4096,,,,
,,,,,,,,,,,,explicit-c0-flow,supported-holes,,,2.464065603481542,,"[2.3937859173571576,2.401316985476801]",,,,,8190,,"{""coefficient_of_variation"":0.08661724275202047,""mad"":0.06041732712402359,""max"":3.1958221092757304,""median"":2.3979500891265597,""min"":1.8967088517015427,""n"":663,""q1"":2.3403079031180365,""q3"":2.4979937885504793}",paired_comparisons,representation-and-solver-kernel,,,,,,,4096,,,,
,,,,,,,,,,,,explicit-hopcroft-karp,supported-holes,,,1.0354863383818547,,"[1.0243592274181734,1.047617224055853]",,,,,16382,,"{""coefficient_of_variation"":0.030288756358018306,""mad"":0.009916996608758444,""max"":1.1322318599127097,""median"":1.0294922512283475,""min"":0.9825666985728426,""n"":15,""q1"":1.0244306447752638,""q3"":1.0445738489275862}",paired_comparisons,solve-from-canonical-instance,,,,,,,8192,,,,
,,,,,,,,,,,,explicit-c0-flow,supported-holes,,,1.0246854224375341,,"[1.0089672365438729,1.041203197243777]",,,,,16382,,"{""coefficient_of_variation"":0.028387601917636607,""mad"":0.009743879717042825,""max"":1.0910558698257118,""median"":1.0155877955176948,""min"":0.9778808833820222,""n"":15,""q1"":1.0098050505681535,""q3"":1.0390897925271072}",paired_comparisons,solve-from-canonical-instance,,,,,,,8192,,,,
,,,,,,,,,,,,explicit-hopcroft-karp,supported-holes,,,14.852204326779038,,"[14.922051776920005,15.08402479338843]",,,,,16382,,"{""coefficient_of_variation"":0.14490060576035155,""mad"":0.35680613831141983,""max"":43.87577454391242,""median"":14.991206751054852,""min"":5.0298902812587025,""n"":275,""q1"":14.604195684132987,""q3"":15.327311568050579}",paired_comparisons,representation-and-solver-kernel,,,,,,,8192,,,,
,,,,,,,,,,,,explicit-c0-flow,supported-holes,,,2.8683590740280613,,"[2.885753063037937,2.899539137228127]",,,,,16382,,"{""coefficient_of_variation"":0.08011625100491129,""mad"":0.04145451243913234,""max"":4.194219119886172,""median"":2.8940377959021286,""min"":1.9484990844886214,""n"":275,""q1"":2.847397676785221,""q3"":2.931822444106846}",paired_comparisons,representation-and-solver-kernel,,,,,,,8192,,,,
,,,1.5899585118815738,"[1.2213333333333334,1.6961449437305451]",,compact-clearly-slower,,,,,,explicit-c0-flow,comb-staircase,,,,,,,,,,,,,family_classifications,representation-and-solver-kernel,,,,,,,,,8,,
,,,4.843576133892888,"[3.328,6.278666666666667]",,compact-clearly-slower,,,,,,explicit-hopcroft-karp,comb-staircase,,,,,,,,,,,,,family_classifications,representation-and-solver-kernel,,,,,,,,,8,,
,,,1.0023256930065638,"[1.0011100852467731,1.0057500007537903]",,compact-clearly-slower,,,,,,explicit-c0-flow,comb-staircase,,,,,,,,,,,,,family_classifications,solve-from-canonical-instance,,,,,,,,,8,,
,,,1.0030723980066532,"[1.0008828867686033,1.012853486369612]",,compact-clearly-slower,,,,,,explicit-hopcroft-karp,comb-staircase,,,,,,,,,,,,,family_classifications,solve-from-canonical-instance,,,,,,,,,8,,
,,,0.03447365754274072,"[0.005346516371065166,0.15633675990827067]",,insufficient,,,,,,explicit-c0-flow,dense-conflict,,,,,,,,,,,,,family_classifications,representation-and-solver-kernel,,,,64,,,,,5,,
,,,0.27107461447591075,"[0.024198836541088155,2.55699481865285]",,insufficient,,,,,,explicit-hopcroft-karp,dense-conflict,,,,,,,,,,,,,family_classifications,representation-and-solver-kernel,,,,128,,,,,5,,
,,,0.3722323345378076,"[0.26828199194969987,0.496372256939428]",,insufficient,,,,,,explicit-c0-flow,dense-conflict,,,,,,,,,,,,,family_classifications,solve-from-canonical-instance,,,,64,,,,,5,,
,,,0.8786732017694543,"[0.6230549319415043,1.1415297726315055]",,insufficient,,,,,,explicit-hopcroft-karp,dense-conflict,,,,,,,,,,,,,family_classifications,solve-from-canonical-instance,,,,256,,,,,5,,
,,,0.8664461200597366,"[0.5362026760424812,1.4541540716314005]",,unresolved,,,,,,explicit-c0-flow,random-connected,,,,,,,,,,,,,family_classifications,representation-and-solver-kernel,,,,512,,,,,8,,
,,,14.25287508766608,"[10.532787401574803,16.50525969756739]",,compact-clearly-slower,,,,,,explicit-hopcroft-karp,random-connected,,,,,,,,,,,,,family_classifications,representation-and-solver-kernel,,,,,,,,,8,,
,,,0.9738213103556214,"[0.9032538729015291,1.0979526875497359]",,unresolved,,,,,,explicit-c0-flow,random-connected,,,,,,,,,,,,,family_classifications,solve-from-canonical-instance,,,,512,,,,,8,,
,,,1.2000225511003721,"[1.1716890553618409,1.263527758257203]",,compact-clearly-slower,,,,,,explicit-hopcroft-karp,random-connected,,,,,,,,,,,,,family_classifications,solve-from-canonical-instance,,,,,,,,,8,,
,,,0.021010963393920317,"[0.0085941119758095,0.0541458248037453]",,compact-clearly-faster,,,,,,explicit-c0-flow,representation-crossover,,,,,,,,,,,,,family_classifications,representation-and-solver-kernel,,,,64,,,,,8,,
,,,0.4547883838928817,"[0.09900839891187102,1.3414493422570968]",,unresolved,,,,,,explicit-hopcroft-karp,representation-crossover,,,,,,,,,,,,,family_classifications,representation-and-solver-kernel,,,,256,,,,,8,,
,,,0.8937161014633405,"[0.8737941936528429,0.9136269530910048]",,compact-clearly-faster,,,,,,explicit-c0-flow,representation-crossover,,,,,,,,,,,,,family_classifications,solve-from-canonical-instance,,,,64,,,,,8,,
,,,0.9942350669296955,"[0.9847609693100616,1.000121994403247]",,unresolved,,,,,,explicit-hopcroft-karp,representation-crossover,,,,,,,,,,,,,family_classifications,solve-from-canonical-instance,,,,512,,,,,8,,
,,,2.393226514589145,"[2.114986187845304,2.808158294748894]",,compact-clearly-slower,,,,,,explicit-c0-flow,sparse-conflict,,,,,,,,,,,,,family_classifications,representation-and-solver-kernel,,,,,,,,,8,,
,,,12.08455881270698,"[8.798022598870057,14.352688499802472]",,compact-clearly-slower,,,,,,explicit-hopcroft-karp,sparse-conflict,,,,,,,,,,,,,family_classifications,representation-and-solver-kernel,,,,,,,,,8,,
,,,1.0131043139122828,"[1.0102454177023228,1.0142901371877127]",,compact-clearly-slower,,,,,,explicit-c0-flow,sparse-conflict,,,,,,,,,,,,,family_classifications,solve-from-canonical-instance,,,,,,,,,8,,
,,,1.0199726326708847,"[1.0159846801914885,1.0228412852969815]",,compact-clearly-slower,,,,,,explicit-hopcroft-karp,sparse-conflict,,,,,,,,,,,,,family_classifications,solve-from-canonical-instance,,,,,,,,,8,,
,,,2.403440490567256,"[2.1568,2.8066460672079936]",,compact-clearly-slower,,,,,,explicit-c0-flow,supported-holes,,,,,,,,,,,,,family_classifications,representation-and-solver-kernel,,,,,,,,,8,,
,,,12.359394450937945,"[9.736842105263158,14.348122751035373]",,compact-clearly-slower,,,,,,explicit-hopcroft-karp,supported-holes,,,,,,,,,,,,,family_classifications,representation-and-solver-kernel,,,,,,,,,8,,
,,,1.0220038474773685,"[1.0195149701728028,1.0248639435266893]",,compact-clearly-slower,,,,,,explicit-c0-flow,supported-holes,,,,,,,,,,,,,family_classifications,solve-from-canonical-instance,,,,,,,,,8,,
,,,1.0341007443131676,"[1.0294922512283475,1.0356394062776513]",,compact-clearly-slower,,,,,,explicit-hopcroft-karp,supported-holes,,,,,,,,,,,,,family_classifications,solve-from-canonical-instance,,,,,,,,,8,,
,,,,,compact-mrd,,,,,,[],,comb-staircase,"[64,128,256,512,1024,2048,4096,8192]",,,N,,0.15858999741374924,"[-0.35931756458206565,0.6899992400305157]",,,,0.05427003630335603,,fits,representation-and-solver-kernel,,,,,,estimated,,0.3519667313680763,8,,
